ROLL NUMBER,Q1 (5),Q2 (5),Q3 (5),Q4 (5),Q5 (5),Q6 (5),Q7 (5),Q8 (5),Q9 (5),Q10 (5),Q11 (5),Q12 (5),Top 9 (out of 45),Total Marks(x/30)
102003733,0,0,0,0,0,0,3,5,0,0,0,4,12,8.0
102203002,5,0,4,4,4,4,4,3,5,5,5,3,40,26.7
102203003,5,4,4,4,4,5,4,3,4,5,4,2,39,26.0
102203005,0,0,0,0,3,5,3,4,4,5,5,0,29,19.3
102203007,0,0,0,5,4,3,3,5,3,5,5,3,36,24.0
102203008,3,3,5,4,1,4,3,4,5,4,5,5,39,26.0
102203012,0,3,4,4,3,5,4,5,4,5,4,5,40,26.7
102203013,5,2,4,5,4,2,3,2,5,5,5,2,38,25.3
102203014,5,3,4,5,2,5,2,3,5,5,4,4,40,26.7
102203015,5,3,0,0,3,3,5,4,5,5,4,0,37,24.7
102203017,3,2,5,4,3,5,3,4,5,5,5,3,39,26.0
102203020,4,5,4,5,5,4,5,4,5,5,5,5,44,29.3
102203021,5,2,5,4,4,5,5,4,5,5,5,4,43,28.7
102203022,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
102203023,5,0,0,5,0,0,4,3,4,0,4,4,29,19.3
102203025,5,2,5,4,2,5,3,4,4,5,5,4,41,27.3
102203026,5,3,4,3,1,2,5,3,3,3,2,1,31,20.7
102203028,4,2,4,5,4,4,4,4,5,4,5,0,39,26.0
102203030,5,3,5,5,3,4,3,4,5,5,4,2,40,26.7
102203031,5,4,4,4,4,4,5,5,5,5,5,5,43,28.7
102203032,4,2,4,5,3,5,5,5,5,5,5,5,44,29.3
102203034,5,0,4,4,3,4,1,4,5,5,4,5,40,26.7
102203035,5,2,4,5,2,4,3,4,5,0,5,5,40,26.7
102203037,5,4,5,3,4,4,4,5,5,4,5,5,42,28.0
102203039,3,4,3,4,4,5,2,4,0,5,0,5,37,24.7
102203040,4,1,3,4,0,3,4,3,4,2,5,3,33,22.0
102203041,5,5,5,4,2,4,5,5,5,5,5,0,44,29.3
102203042,4,0,4,5,4,5,4,4,5,5,4,4,40,26.7
102203043,4,4,5,5,3,3,0,4,3,5,4,5,39,26.0
102203045,4,4,0,4,4,4,4,5,5,5,4,5,40,26.7
102203046,5,4,3,5,4,4,4,3,5,5,5,4,41,27.3
102203047,0,3,4,4,2,5,3,0,5,5,5,4,38,25.3
102203049,5,4,4,4,3,4,4,3,5,5,5,5,41,27.3
102203051,5,3,5,4,4,5,5,4,4,5,5,5,43,28.7
102203052,4,1,4,0,4,4,4,4,5,5,5,3,39,26.0
102203055,5,4,4,4,5,4,4,4,5,5,4,5,41,27.3
102203056,0,4,4,4,0,0,1,4,0,5,0,0,22,14.7
102203057,0,3,4,4,3,4,4,3,5,5,5,2,37,24.7
102203058,5,3,3,4,3,5,4,4,0,5,0,2,36,24.0
102203059,5,2,4,4,4,4,5,4,4,5,4,5,40,26.7
102203061,5,2,5,5,2,5,4,4,3,5,5,5,43,28.7
102203063,5,3,5,5,4,5,4,5,5,5,5,5,45,30.0
102203064,2,3,0,5,3,2,5,4,4,4,4,5,37,24.7
102203065,0,0,5,4,2,5,0,3,5,0,4,2,30,20.0
102203066,4,2,3,5,1,5,4,4,5,5,5,5,42,28.0
102203067,5,4,5,0,4,5,5,5,5,5,5,5,45,30.0
102203069,5,4,5,5,3,4,4,3,5,5,4,4,41,27.3
102203070,5,3,4,4,3,5,4,3,5,0,4,5,39,26.0
102203071,0,0,0,5,4,5,5,0,0,0,0,0,19,12.7
102203074,0,0,5,4,4,5,5,4,5,3,5,4,41,27.3
102203076,5,3,3,5,3,4,3,3,5,4,5,1,37,24.7
102203077,3,4,5,5,2,4,4,4,4,5,5,5,41,27.3
102203078,5,3,0,5,4,5,3,5,5,5,5,5,44,29.3
102203084,4,4,5,5,4,5,3,5,5,4,5,5,43,28.7
102203090,5,4,5,4,4,5,4,0,5,5,5,2,42,28.0
102203091,2,3,4,4,4,4,4,3,3,5,4,5,37,24.7
102203093,5,3,5,4,5,5,1,3,5,5,5,4,43,28.7
102203094,4,2,5,4,3,5,3,3,3,5,3,5,37,24.7
102203095,5,3,4,5,5,3,4,3,5,5,5,5,43,28.7
102203096,4,4,0,4,5,5,5,4,5,5,5,3,42,28.0
102203097,0,4,5,0,3,5,0,4,5,5,4,0,35,23.3
102203098,5,3,3,5,4,4,4,5,5,5,5,3,42,28.0
102203099,5,3,5,5,5,2,4,5,5,5,5,5,45,30.0
102203100,5,3,5,4,3,3,3,4,5,5,4,5,40,26.7
102203101,4,3,5,5,3,5,4,3,5,5,5,5,43,28.7
102203104,5,4,5,5,4,4,4,3,5,4,4,4,40,26.7
102203105,4,4,3,4,4,2,0,0,4,5,5,5,38,25.3
102203108,5,3,3,5,4,4,4,4,5,5,5,5,42,28.0
102203109,3,3,5,4,4,5,5,5,4,5,5,5,43,28.7
102203110,5,3,4,5,5,5,4,5,0,5,0,0,41,27.3
102203111,5,5,4,4,3,5,5,4,4,5,3,5,42,28.0
102203114,5,0,0,0,3,4,0,4,5,5,5,3,34,22.7
102203117,4,2,0,3,4,5,4,4,5,5,5,4,40,26.7
102203120,5,0,0,5,4,2,2,4,5,5,5,5,40,26.7
102203121,4,4,5,5,4,4,5,5,5,0,5,5,43,28.7
102203122,5,3,4,5,3,5,4,5,4,0,5,5,42,28.0
102203126,5,2,4,5,5,5,4,5,5,5,4,5,44,29.3
102203127,0,2,3,4,4,4,5,4,5,5,5,5,41,27.3
102203129,5,4,3,4,3,5,3,4,5,5,4,4,40,26.7
102203130,5,4,4,4,1,4,2,2,5,5,5,3,39,26.0
102203131,3,0,4,4,1,5,0,5,5,5,5,2,38,25.3
102203134,3,3,3,4,4,3,3,3,5,5,3,2,33,22.0
102203135,4,4,4,5,4,3,4,2,5,5,5,5,41,27.3
102203139,5,5,5,5,2,4,4,5,4,5,5,4,43,28.7
102203140,2,2,4,5,2,4,5,2,2,0,4,4,32,21.3
102203142,5,4,4,5,3,3,5,4,5,5,5,5,43,28.7
102203150,5,2,4,5,4,5,0,0,0,5,0,0,30,20.0
102203151,5,4,5,5,3,5,5,5,5,5,5,5,45,30.0
102203152,4,4,5,5,3,4,3,4,4,5,5,5,41,27.3
102203155,5,3,4,5,2,5,5,5,5,5,5,5,45,30.0
102203156,0,4,4,4,4,5,5,3,5,5,5,3,41,27.3
102203157,3,4,5,5,2,5,3,4,4,5,4,5,41,27.3
102203158,5,3,4,3,1,5,4,4,5,5,5,5,42,28.0
102203159,5,0,3,4,3,4,3,5,5,5,5,2,39,26.0
102203160,0,4,4,5,3,5,4,5,0,5,1,5,40,26.7
102203161,4,2,4,5,4,4,2,4,5,5,4,5,40,26.7
102203163,4,4,4,3,3,3,2,3,2,5,4,5,35,23.3
102203164,5,4,5,5,4,5,4,5,5,0,5,5,44,29.3
102203166,4,5,4,5,2,4,5,4,5,5,5,5,43,28.7
102203167,4,4,0,0,3,5,3,3,5,5,5,5,39,26.0
102203170,0,0,4,5,5,4,0,0,5,5,5,5,38,25.3
102203172,3,0,4,5,4,5,4,0,5,5,5,5,42,28.0
102203173,5,2,5,4,4,4,4,3,5,5,5,4,41,27.3
102203175,3,3,5,4,5,5,4,4,5,5,5,5,43,28.7
102203177,4,3,4,5,3,4,2,5,0,5,0,0,35,23.3
102203179,3,3,5,5,3,2,4,3,5,5,5,5,40,26.7
102203181,4,2,4,5,2,5,3,4,4,5,5,0,39,26.0
102203183,4,4,4,3,4,4,4,4,4,4,5,4,37,24.7
102203184,0,2,4,5,5,4,4,5,4,5,4,3,40,26.7
102203187,5,0,4,4,4,4,2,5,5,5,5,0,41,27.3
102203188,5,3,3,4,2,4,4,4,5,5,5,0,39,26.0
102203190,5,4,3,0,4,4,4,0,5,5,5,5,41,27.3
102203191,5,2,4,5,3,5,4,3,5,5,5,5,43,28.7
102203192,0,0,0,0,4,4,0,0,5,4,5,5,27,18.0
102203193,2,3,4,5,4,5,4,4,5,5,5,4,41,27.3
102203194,5,3,4,5,5,4,5,4,5,4,4,5,42,28.0
102203195,5,4,5,4,4,4,0,3,5,5,5,5,42,28.0
102203197,5,2,3,4,3,4,5,4,4,5,4,5,40,26.7
102203198,5,3,2,3,3,5,4,4,5,5,5,5,41,27.3
102203200,0,4,3,4,3,5,3,5,5,5,5,5,41,27.3
102203205,5,5,5,5,3,5,3,4,5,5,5,5,45,30.0
102203207,5,3,4,5,2,4,3,4,5,5,5,5,42,28.0
102203208,5,4,5,4,4,5,3,3,5,5,5,3,42,28.0
102203211,3,4,5,5,3,4,4,4,3,5,5,5,41,27.3
102203262,5,0,3,5,3,5,5,3,5,5,4,5,42,28.0
102203315,4,3,3,4,5,5,0,0,0,5,0,4,33,22.0
102203354,5,0,5,4,3,5,5,4,5,5,4,4,42,28.0
102203402,4,5,5,4,2,4,2,5,5,5,5,2,42,28.0
102203530,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
102203541,5,0,4,4,3,4,3,4,5,5,5,0,39,26.0
102203574,0,0,0,4,4,4,0,4,5,5,5,5,36,24.0
102203651,4,0,5,4,5,5,4,2,5,5,5,0,42,28.0
102203745,5,0,5,4,3,5,4,4,5,5,4,5,42,28.0
102203757,4,0,2,4,3,5,0,0,5,5,5,5,38,25.3
102203787,0,0,2,5,2,4,3,3,4,5,3,3,32,21.3
102203889,0,0,0,0,0,0,0,3,3,5,5,3,19,12.7
102203894,5,5,5,4,4,5,3,4,5,4,4,5,42,28.0
102203959,4,0,5,5,5,4,3,5,4,0,5,3,40,26.7
102203961,5,2,4,5,4,4,3,4,5,5,5,5,42,28.0
102203962,5,3,4,4,4,4,5,5,5,5,5,5,43,28.7
102203963,5,0,3,5,3,5,0,0,4,5,5,3,38,25.3
102213016,5,3,3,4,4,5,4,5,5,5,4,4,41,27.3
102213027,5,3,4,5,3,4,4,5,5,5,2,4,41,27.3
102213028,0,2,4,5,4,5,5,4,4,5,5,5,42,28.0
102253016,0,0,0,5,2,5,0,3,5,5,5,3,33,22.0
102383002,4,1,4,4,4,5,3,4,5,5,4,4,39,26.0
102383003,5,2,5,5,3,5,5,4,5,0,5,0,42,28.0
102383004,5,5,5,5,3,5,5,3,5,5,5,5,45,30.0
102383005,5,5,4,0,4,5,4,3,4,5,4,4,40,26.7
102383006,5,4,5,4,3,5,0,4,5,5,4,5,42,28.0
102383014,5,4,5,2,1,4,5,3,4,5,5,5,42,28.0
102103120,0,0,4,5,2,3,0,4,5,4,5,2,34,22.7
102203138,4,3,0,4,2,4,5,3,0,0,5,4,34,22.7
102203176,5,2,0,5,4,4,4,5,5,5,0,5,42,28.0
102203202,5,4,5,4,2,2,3,2,5,5,4,5,40,26.7
102203206,0,0,0,0,2,5,4,4,4,5,5,2,31,20.7
102203213,5,4,5,4,5,3,5,3,5,5,4,5,43,28.7
102203214,2,1,4,2,3,2,2,5,2,3,0,3,26,17.3
102203216,5,1,4,3,4,2,3,5,4,5,5,5,40,26.7
102203220,5,3,5,4,2,3,3,5,5,3,5,5,40,26.7
102203222,5,2,5,5,5,4,4,5,5,4,4,4,42,28.0
102203223,5,3,5,5,3,5,5,4,5,5,4,5,44,29.3
102203225,2,3,4,3,5,1,3,5,4,5,5,0,37,24.7
102203226,5,4,4,5,4,4,4,5,4,0,5,4,40,26.7
102203229,3,3,5,4,3,4,4,0,5,3,5,5,38,25.3
102203232,3,4,4,5,3,3,2,3,4,4,5,3,35,23.3
102203233,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
102203234,5,4,5,5,3,3,5,3,5,5,5,5,44,29.3
102203235,3,1,4,4,4,3,3,5,5,5,0,5,38,25.3
102203236,5,4,5,4,3,5,3,0,5,4,4,5,41,27.3
102203238,5,2,4,5,3,3,3,5,5,5,5,5,42,28.0
102203240,5,4,3,3,4,3,4,0,4,5,0,0,35,23.3
102203241,2,2,2,5,2,5,5,2,5,5,5,2,36,24.0
102203242,5,2,5,4,0,5,4,5,5,5,5,4,43,28.7
102203243,4,0,0,0,0,0,0,0,0,0,0,0,4,2.7
102203244,4,2,3,4,5,2,3,4,5,0,4,5,37,24.7
102203246,4,3,4,3,4,4,5,0,0,5,5,0,37,24.7
102203248,5,3,2,0,0,4,4,0,5,0,3,4,30,20.0
102203250,5,1,4,5,3,5,4,5,5,0,4,4,41,27.3
102203252,5,3,5,4,3,3,4,4,5,0,5,5,40,26.7
102203253,2,3,0,0,3,4,0,4,5,3,5,0,29,19.3
102203254,5,0,0,3,4,3,3,4,2,0,5,2,31,20.7
102203255,4,2,2,0,3,2,4,0,5,5,5,5,35,23.3
102203256,4,1,2,2,0,0,3,3,5,5,5,2,31,20.7
102203259,4,4,3,4,5,4,5,4,5,5,5,5,42,28.0
102203260,4,3,2,5,4,5,2,4,4,0,3,5,37,24.7
102203263,3,3,4,5,3,4,4,3,5,4,5,4,38,25.3
102203265,3,1,3,5,4,2,0,4,0,0,4,2,28,18.7
102203266,5,1,4,0,4,0,3,5,5,5,5,4,40,26.7
102203267,4,2,4,0,5,4,4,4,0,1,5,0,33,22.0
102203270,4,5,0,4,3,4,2,0,5,4,5,2,36,24.0
102203272,5,2,4,4,3,2,4,5,4,5,5,5,41,27.3
102203273,3,1,4,3,2,4,4,0,3,3,4,2,30,20.0
102203274,5,0,3,5,4,5,0,4,4,0,0,3,33,22.0
102203275,4,4,3,5,2,5,2,4,5,5,5,5,42,28.0
102203278,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
102203280,5,5,5,5,3,3,4,4,3,3,5,5,41,27.3
102203283,3,2,5,5,3,2,0,3,5,4,5,2,35,23.3
102203284,3,1,5,5,4,4,4,5,4,2,5,5,41,27.3
102203285,5,2,3,5,3,4,4,0,5,3,0,4,36,24.0
102203288,4,0,0,2,2,4,5,3,3,5,5,4,35,23.3
102203289,0,3,4,3,4,4,4,4,0,0,0,5,31,20.7
102203291,5,3,3,4,0,0,4,4,5,4,4,4,37,24.7
102203292,5,5,4,4,0,0,5,5,5,5,5,5,44,29.3
102203293,5,1,5,5,4,3,2,5,4,4,5,3,40,26.7
102203295,2,1,2,3,2,3,1,4,3,0,5,3,27,18.0
102203299,5,4,5,4,4,2,5,4,5,5,4,5,42,28.0
102203301,5,3,3,2,1,5,3,4,5,5,4,5,39,26.0
102203303,5,2,4,4,0,0,4,4,5,5,5,5,41,27.3
102203304,0,4,0,4,3,3,3,3,0,4,5,5,34,22.7
102203305,4,4,5,3,3,1,4,5,5,0,5,0,38,25.3
102203307,0,2,3,0,4,4,5,5,5,5,5,2,38,25.3
102203308,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
102203309,5,3,5,4,3,3,4,4,5,3,5,4,39,26.0
102203310,3,5,4,4,3,5,5,5,4,4,5,5,42,28.0
102203312,0,0,3,4,3,2,5,3,4,0,0,3,27,18.0
102203313,4,5,4,0,2,4,2,5,5,4,5,5,41,27.3
102203314,0,5,5,5,4,4,1,5,0,0,5,5,39,26.0
102203317,4,1,4,5,2,2,2,4,5,1,5,4,35,23.3
102203321,0,4,5,4,4,2,4,4,5,5,5,5,41,27.3
102203322,0,0,0,4,3,4,4,4,5,4,5,5,38,25.3
102203325,5,3,5,4,2,5,4,4,5,0,5,5,42,28.0
102203326,0,0,0,0,0,0,2,5,5,5,0,4,21,14.0
102203329,3,0,5,4,3,2,3,3,2,3,0,4,30,20.0
102203331,5,3,3,2,4,2,0,0,5,4,5,5,36,24.0
102203332,4,5,0,4,2,3,5,2,5,0,5,3,36,24.0
102203334,5,3,0,5,3,3,5,0,2,3,3,0,32,21.3
102203335,5,0,3,0,4,2,3,3,4,0,2,3,29,19.3
102203337,5,2,5,4,4,4,5,4,0,5,5,3,41,27.3
102203338,4,5,5,5,0,0,3,3,4,3,3,4,36,24.0
102203339,3,2,0,4,4,0,3,3,1,2,4,2,27,18.0
102203341,3,0,4,0,2,4,0,5,0,1,0,3,22,14.7
102203343,4,0,4,0,0,3,4,4,4,5,5,4,37,24.7
102203344,4,1,4,4,4,4,4,2,5,5,5,5,40,26.7
102203345,2,1,2,5,0,0,3,4,5,5,5,4,35,23.3
102203348,5,5,3,4,2,2,4,2,4,5,5,5,40,26.7
102203349,0,0,4,5,0,0,5,4,5,0,5,3,31,20.7
102203350,0,1,5,4,4,3,3,5,4,5,5,4,39,26.0
102203351,3,0,0,4,5,2,4,2,1,4,5,2,31,20.7
102203352,5,2,2,2,5,2,3,3,5,5,5,3,36,24.0
102203353,3,5,5,4,4,3,3,5,5,4,4,5,41,27.3
102203356,5,4,4,5,3,3,4,0,5,5,4,5,41,27.3
102203358,5,0,3,3,5,4,2,5,2,4,5,5,39,26.0
102203359,5,4,5,4,5,4,0,4,5,5,5,2,42,28.0
102203362,5,4,3,5,5,5,5,4,4,5,4,0,42,28.0
102203363,5,0,4,5,2,4,4,0,5,5,5,3,40,26.7
102203365,0,3,4,0,3,4,4,3,0,0,0,5,26,17.3
102203366,5,4,5,5,3,4,5,4,4,5,5,5,43,28.7
102203369,5,3,4,4,3,5,4,4,5,3,5,4,40,26.7
102203371,3,0,4,4,2,4,3,4,4,0,5,2,33,22.0
102203372,4,0,3,0,3,2,0,3,3,4,5,4,31,20.7
102203375,4,5,5,5,4,4,5,5,5,4,5,5,44,29.3
102203376,5,4,4,5,4,3,4,4,5,4,5,5,41,27.3
102203378,4,2,3,4,3,4,5,4,5,5,5,5,41,27.3
102203379,4,2,3,4,3,3,4,0,4,5,5,4,36,24.0
102203380,5,2,3,4,4,5,4,5,4,5,5,5,42,28.0
102203383,4,3,4,3,4,4,3,4,4,5,4,2,36,24.0
102203384,4,5,0,5,4,2,4,4,5,5,4,5,41,27.3
102203386,5,3,3,4,3,5,4,3,4,5,5,5,40,26.7
102203387,5,3,0,4,5,4,0,4,5,0,5,4,39,26.0
102203393,5,4,5,5,5,3,4,4,4,4,5,5,42,28.0
102203395,4,1,3,4,2,2,0,0,5,4,5,5,34,22.7
102203397,5,3,4,5,2,4,5,3,5,4,4,0,39,26.0
102203400,4,4,5,4,5,4,4,4,4,5,0,5,40,26.7
102203403,4,4,0,4,3,2,3,3,5,2,5,0,33,22.0
102203405,5,4,4,5,4,4,3,0,5,4,5,4,40,26.7
102203408,5,2,0,4,3,2,3,4,0,0,0,0,23,15.3
102203409,4,2,4,5,3,4,3,3,5,5,5,5,40,26.7
102203413,5,0,5,4,3,5,4,5,5,0,0,5,41,27.3
102203414,4,2,4,4,3,4,3,5,5,5,5,4,40,26.7
102203415,4,5,3,4,5,5,3,2,3,4,4,4,38,25.3
102203416,2,2,3,4,4,1,4,4,4,5,5,5,38,25.3
102203419,2,3,4,3,2,3,3,3,4,4,5,4,33,22.0
102203420,4,2,0,2,3,2,0,4,4,4,5,0,30,20.0
102203421,3,4,0,4,0,0,4,0,5,4,5,5,34,22.7
102203423,0,2,2,5,4,5,3,3,4,5,0,5,36,24.0
102203424,0,1,5,5,4,4,4,4,5,5,5,4,41,27.3
102203428,5,4,4,5,4,5,4,0,5,0,5,0,41,27.3
102203429,4,5,4,4,2,2,5,4,5,4,5,2,40,26.7
102203430,3,2,4,5,5,4,0,5,5,5,5,0,41,27.3
102203431,4,2,4,4,3,4,4,5,5,5,0,2,38,25.3
102203436,5,1,5,3,4,4,5,4,4,2,4,0,38,25.3
102203437,5,3,4,3,3,3,4,0,5,3,5,0,35,23.3
102203438,4,4,4,3,2,4,3,2,4,3,5,2,34,22.7
102203491,0,2,2,4,2,4,3,3,0,2,5,2,27,18.0
102203718,5,2,3,4,3,4,4,4,5,5,5,5,41,27.3
102203789,4,4,5,4,1,4,4,5,0,5,3,5,40,26.7
102203823,2,2,5,3,5,2,3,5,5,5,5,4,40,26.7
102203915,4,1,4,5,0,3,4,3,5,5,4,5,39,26.0
102203965,5,3,4,4,0,0,2,3,5,5,5,5,39,26.0
102203966,3,3,0,4,4,5,5,0,4,4,5,5,39,26.0
102203969,0,2,0,5,4,3,4,4,5,5,5,5,40,26.7
102203970,3,1,4,4,5,5,4,4,4,0,5,5,40,26.7
102253001,4,3,5,4,2,5,2,0,5,5,4,5,40,26.7
102383007,5,3,5,4,4,5,3,3,5,5,4,5,42,28.0
102383009,0,3,2,4,2,3,5,3,0,5,5,5,35,23.3
102383011,5,3,4,5,4,5,0,5,5,0,5,3,41,27.3
102383012,4,5,3,4,4,3,5,5,5,4,5,0,41,27.3
102383013,4,0,4,4,4,4,2,4,5,5,5,4,39,26.0
102383015,4,3,4,5,3,5,5,4,4,4,4,5,40,26.7
102383016,0,2,4,4,2,4,4,5,5,5,4,5,40,26.7
102383055,0,1,0,2,4,0,2,1,5,4,5,4,28,18.7
102103383,0,0,0,0,0,0,3,4,5,4,4,4,24,16.0
102103516,0,0,0,0,0,0,4,3,0,0,0,0,7,4.7
102103783,0,0,4,1,2,4,5,4,5,5,4,4,37,24.7
102203001,4,4,5,4,4,5,5,2,5,5,5,5,43,28.7
102203106,5,5,5,5,3,5,4,5,5,5,4,5,45,30.0
102203116,4,4,3,0,0,5,4,5,5,5,5,4,41,27.3
102203228,0,0,4,5,3,3,0,0,4,5,0,0,24,16.0
102203327,5,5,5,0,3,4,4,3,4,5,4,3,39,26.0
102203357,2,2,4,0,4,0,0,4,5,5,0,0,26,17.3
102203388,5,5,1,3,0,4,4,5,2,5,4,5,40,26.7
102203411,0,0,3,1,2,4,2,4,5,4,5,5,34,22.7
102203425,5,5,5,4,4,0,3,4,4,5,5,5,42,28.0
102203439,5,5,5,4,3,5,4,3,5,4,4,5,42,28.0
102203440,5,5,5,5,5,5,3,4,5,5,5,5,45,30.0
102203441,4,4,4,5,4,4,5,5,5,4,0,0,40,26.7
102203446,5,5,5,4,2,5,4,3,4,5,5,5,43,28.7
102203448,5,5,5,4,2,5,2,4,3,4,5,5,42,28.0
102203449,5,5,3,3,5,5,5,4,5,5,5,5,45,30.0
102203450,5,5,5,4,5,4,3,4,5,5,4,4,42,28.0
102203451,5,5,5,5,3,5,4,4,4,5,5,5,44,29.3
102203455,2,2,5,5,4,4,5,3,5,4,4,4,40,26.7
102203456,4,4,5,5,3,4,2,5,4,5,5,5,42,28.0
102203457,5,5,0,5,2,4,2,5,5,5,5,3,42,28.0
102203459,4,4,2,5,0,3,3,4,5,4,5,2,37,24.7
102203461,5,5,3,5,4,5,4,4,4,5,5,5,43,28.7
102203462,5,5,4,5,4,3,4,4,5,5,5,5,43,28.7
102203466,5,5,0,4,2,5,3,4,5,5,5,5,43,28.7
102203468,3,3,4,4,2,3,0,3,5,5,5,2,35,23.3
102203469,5,5,4,5,4,5,0,0,5,4,4,5,42,28.0
102203470,5,5,5,5,4,0,2,3,5,4,5,5,43,28.7
102203475,4,4,4,4,4,0,1,4,5,5,5,3,39,26.0
102203476,3,3,4,0,0,0,0,0,0,3,4,5,22,14.7
102203478,5,5,3,5,0,5,0,0,5,2,4,5,39,26.0
102203479,4,4,5,4,1,5,0,5,4,4,5,5,41,27.3
102203480,5,5,4,4,4,5,5,3,4,5,5,5,43,28.7
102203482,4,4,0,0,1,5,0,5,5,5,5,5,39,26.0
102203483,3,3,1,4,5,4,5,5,4,5,5,5,42,28.0
102203488,5,5,3,5,5,4,4,4,5,5,5,5,44,29.3
102203490,0,0,4,0,2,0,0,0,5,4,0,0,15,10.0
102203492,5,5,5,4,4,4,3,4,4,4,4,1,39,26.0
102203494,3,3,3,5,4,2,3,3,5,5,0,4,35,23.3
102203495,5,5,3,4,5,4,5,3,5,5,5,5,44,29.3
102203496,5,5,5,4,3,5,4,5,4,5,5,5,44,29.3
102203497,5,5,1,5,4,4,3,2,5,5,5,5,43,28.7
102203502,5,5,0,0,0,4,0,0,0,0,0,3,17,11.3
102203504,4,4,3,5,5,5,4,5,5,4,5,5,43,28.7
102203505,5,5,4,5,4,5,4,4,5,5,5,5,44,29.3
102203506,0,0,4,3,4,5,4,4,5,5,5,5,41,27.3
102203507,5,5,3,4,3,4,4,4,5,5,4,5,41,27.3
102203508,5,5,5,5,4,0,2,4,5,5,5,5,44,29.3
102203510,4,4,5,5,5,5,3,5,5,5,4,5,44,29.3
102203513,5,5,5,3,2,0,5,3,4,5,5,5,42,28.0
102203522,4,4,5,0,5,4,4,5,5,5,5,5,43,28.7
102203523,5,5,4,5,4,4,4,3,5,5,5,4,42,28.0
102203525,5,5,4,4,4,4,2,4,5,5,5,5,42,28.0
102203526,5,5,4,5,3,4,4,4,5,5,5,5,43,28.7
102203528,5,5,4,3,0,3,4,5,5,5,5,5,43,28.7
102203531,5,5,5,5,4,4,5,4,5,5,5,5,45,30.0
102203532,4,4,5,3,3,5,4,5,5,5,4,5,42,28.0
102203533,5,5,5,5,1,3,2,4,4,5,0,0,38,25.3
102203536,5,5,5,4,4,4,4,5,5,5,5,5,44,29.3
102203537,4,4,5,5,4,4,2,4,5,5,5,5,42,28.0
102203538,5,5,4,4,4,5,5,4,5,5,5,4,43,28.7
102203539,5,5,0,0,5,5,4,4,4,5,4,3,41,27.3
102203545,2,2,1,4,3,4,5,5,4,5,5,3,38,25.3
102203546,3,3,5,5,4,5,3,4,4,5,0,0,38,25.3
102203547,5,5,5,5,2,5,2,2,5,5,4,5,44,29.3
102203548,4,4,4,4,3,5,4,3,5,5,5,3,40,26.7
102203549,5,5,3,4,1,3,4,3,4,3,4,5,37,24.7
102203553,5,5,4,3,3,5,3,4,5,5,3,4,40,26.7
102203554,0,0,4,4,4,0,4,3,5,5,5,5,39,26.0
102203559,0,0,4,5,5,4,3,3,5,5,5,5,41,27.3
102203560,4,5,4,5,5,5,4,3,4,5,5,3,42,28.0
102203567,5,4,5,4,3,3,4,5,5,4,4,5,41,27.3
102203575,5,4,5,5,0,5,4,4,4,5,4,4,41,27.3
102203576,5,5,5,0,4,4,0,0,5,5,5,5,43,28.7
102203578,0,0,5,4,4,4,2,4,5,5,3,4,38,25.3
102203579,5,5,5,4,5,5,4,3,4,5,5,3,43,28.7
102203580,5,5,2,0,1,4,3,4,4,5,4,4,38,25.3
102203582,5,5,5,4,3,5,4,3,3,5,5,5,43,28.7
102203584,4,5,4,3,4,4,4,5,5,5,5,5,42,28.0
102203585,4,5,5,4,3,5,3,4,4,4,5,3,40,26.7
102203587,5,5,5,4,4,5,4,4,5,5,5,4,43,28.7
102203588,5,4,4,5,3,3,3,4,4,5,0,0,37,24.7
102203589,5,4,5,4,4,5,0,0,5,5,5,4,42,28.0
102203592,5,5,4,5,2,5,3,5,4,5,3,3,41,27.3
102203593,4,5,4,5,2,4,4,4,5,5,5,5,42,28.0
102203598,5,5,5,5,1,4,4,4,4,5,5,4,42,28.0
102203603,4,5,5,5,3,3,2,3,5,5,5,5,42,28.0
102203604,5,4,5,4,5,4,4,4,5,5,5,5,43,28.7
102203606,5,5,3,3,1,3,0,0,5,5,4,4,37,24.7
102203607,5,4,3,5,2,4,5,5,5,4,5,2,42,28.0
102203608,4,5,4,5,0,5,3,3,5,5,5,4,42,28.0
102203609,O AB,0,5,0,0,0,0,0,4,5,3,3,20,13.3
102203611,5,5,2,5,3,4,4,3,4,5,5,5,42,28.0
102203612,5,5,4,5,0,5,4,3,5,5,5,5,44,29.3
102203613,5,4,5,4,3,5,4,4,5,5,5,4,42,28.0
102203616,5,5,4,0,2,5,5,3,5,5,5,5,44,29.3
102203618,4,5,5,3,0,5,5,4,4,5,5,5,43,28.7
102203620,5,5,3,5,4,5,2,5,5,5,5,3,44,29.3
102203624,4,5,3,5,4,5,3,4,5,5,5,5,43,28.7
102203625,5,5,5,4,3,5,3,4,5,5,5,4,43,28.7
102203627,5,4,4,5,0,4,0,0,0,0,2,2,26,17.3
102203629,5,5,4,4,0,5,4,3,5,5,3,5,42,28.0
102203630,5,4,5,3,0,3,3,4,4,5,4,5,39,26.0
102203631,4,5,5,5,0,5,1,3,5,4,5,4,42,28.0
